icao24,firstseen,takeofftime,lastseen,landingtime,callsign,estdepartureairport,airportofdeparture,estarrivalairport,airportofdestination,model, typecode, registration
34254b,1662051452.0,1662051453.0,1662058658,1662058657.0,GLJ77C  ,LIPZ,LIPZ,EGGP,EGGP,Gulfstream Aerospace G200,G200,EC-KBC
34254b,1662015502.0,,1662022559,,GLJ77C  ,EGCC,,LIPZ,,Gulfstream Aerospace G200,G200,EC-KBC
34258f,1662063763.0,,1662070857,,VLG61PA ,LKPR,,LEBL,,A320 216,A320,EC-KDX
34258f,1662053221.0,1662053222.0,1662059750,1662059749.0,VLG11ZQ ,LEBL,LEBL,LKPR,LKPR,A320 216,A320,EC-KDX
34258f,1662041561.0,1662041562.0,1662046198,1662046195.0,VLG10NA ,LPPT,LPPT,LEBL,LEBL,A320 216,A320,EC-KDX
34258f,1662030131.0,,1662036319,,VLG65VZ ,LEBL,,LPPT,,A320 216,A320,EC-KDX
34258f,1662019299.0,,1662024623,,VLG1XV  ,LSZH,,LEBL,,A320 216,A320,EC-KDX
34258f,1662010408.0,1662010410.0,1662015707,1662015659.0,VLG6246 ,LEBL,LEBL,LSZH,LSZH,A320 216,A320,EC-KDX
34440a,1662068464.0,,1662073608,,VLG6KT  ,LPPT,,LEPA,,A320 232SL,A320,EC-LVT
34440a,1662057160.0,,1662063108,,VLG3GQ  ,LEPA,,LPPT,,A320 232SL,A320,EC-LVT
34440a,1662044101.0,,1662053009,,VLG41CA ,EKCH,,LEPA,,A320 232SL,A320,EC-LVT
34440a,1662029891.0,,1662039638,,VLG1910 ,LEPA,,EKCH,,A320 232SL,A320,EC-LVT
34440a,1662021990.0,,1662023662,,VLG23ND ,LEBL,,LEPA,,A320 232SL,A320,EC-LVT
34440a,1662012064.0,,1662013962,,VLG3907 ,LEPA,,LEBL,,A320 232SL,A320,EC-LVT
3444c4,1661996755.0,,1662020847,,IBE6827 ,,,SBMT,,A330 302,A333,EC-LZJ
34610f,1662059103.0,1662059104.0,1662065211,1662065200.0,VLG1ZU  ,EDDM,EDDM,LEBL,LEBL,Airbus A320-271N,A20N,EC-NCS
34610f,1662048637.0,1662048639.0,1662054491,1662054490.0,VLG6KK  ,LEBL,LEBL,EDDM,EDDM,Airbus A320-271N,A20N,EC-NCS
34610f,1662041387.0,,1662043797,,VLG47MG ,,,LEBL,,Airbus A320-271N,A20N,EC-NCS
34610f,1662032615.0,1662032553.0,1662036178,,VLG3803 ,LEMH,LEMH,,LEBB,Airbus A320-271N,A20N,EC-NCS
34610f,1662026065.0,,1662029186,,VLG47YK ,,,LESL,,Airbus A320-271N,A20N,EC-NCS
34610f,1662018233.0,,1662021474,,VLG5FX  ,LEMG,,,,Airbus A320-271N,A20N,EC-NCS
34610f,1662010045.0,,1662013709,,VLG2612 ,,,LEMG,,Airbus A320-271N,A20N,EC-NCS
3465c5,1662002052.0,,1662025895,,WFL1506 ,,,LEMD,,A350-941,A359,EC-NOI
382dfa,1662017020.0,,1662017740,,FWWOS   ,LFML,,LFML,,Airbus Helicopters H225,EC25,F-WWOS
394a65,1662047600.0,,1662055204,,BGA164F ,LEGT,,EGNR,,A300 B4-608ST,A3ST,F-GSTF
394a65,1662037582.0,,1662041729,,BGA216F ,LFBO,,LEGT,,A300 B4-608ST,A3ST,F-GSTF
3964e3,1662061054.0,,1662064676,1662064651.0,TVF69BQ ,LFBP,LFBP,LFPO,LFPO,737NG 8K2/W,B738,F-GZHD
3964e3,1662054010.0,,1662057725,,TVF20XB ,LFPO,,LFBP,,737NG 8K2/W,B738,F-GZHD
3964e3,1662043175.0,1662043176.0,1662049856,1662049827.0,TVF97WK ,LPPT,LPPT,LFPO,LFPO,737NG 8K2/W,B738,F-GZHD
3964e3,1662028122.0,,1662036954,,TVF25JY ,LFPO,,LPPT,,737NG 8K2/W,B738,F-GZHD
3964e3,1662020086.0,,1662024299,1662024297.0,TVF50LR ,,LFTH,LFPO,LFPO,737NG 8K2/W,B738,F-GZHD
3964e3,1662011318.0,,1662015028,,TVF25TT ,LFPO,,,,737NG 8K2/W,B738,F-GZHD
39856e,1662050639.0,,1662053387,1662053520.0,AFR13CL ,,LFLL,LFAS,LFRK,ERJ-190STD (190-100),E190,F-HBLO
39856e,1662045330.0,1662045280.0,1662046567,,AFR29SJ ,LFML,LFML,LFLR,LFLL,ERJ-190STD (190-100),E190,F-HBLO
39856e,1662039210.0,,1662043078,,AFR7682 ,LFPG,,LFML,,ERJ-190STD (190-100),E190,F-HBLO
39856e,1662028413.0,1662028382.0,1662032579,1662032576.0,AFR7687 ,LFML,LFML,LFPG,LFPG,ERJ-190STD (190-100),E190,F-HBLO
39856e,1662018780.0,1662018786.0,1662024258,1662024334.0,AFR76WQ ,EHAM,EHAM,LFML,LFML,ERJ-190STD (190-100),E190,F-HBLO
39856e,1662008028.0,1662007986.0,1662013318,1662013311.0,AFR78LD ,LFML,LFML,EHAM,EHAM,ERJ-190STD (190-100),E190,F-HBLO
38ed5c,1662015429.0,,1662021417,,FJFVB   ,EBBY,,LFOQ,,JMB VL-3 Evolution,VL3,F-JFVB
39b493,1662027696.0,,1662057869,,FWI606  ,LFPO,,,,A350 941,A359,F-HNET
39b493,1662009889.0,,1662016498,1662016208.0,FWI71R  ,,SOCA,LFPO,LFPO,A350 941,A359,F-HNET
39cf09,1662022626.0,1662022608.0,1662053091,1662053090.0,AFR682  ,LFPG,LFPG,KATL,KATL,A350-941,A359,F-HTYJ
39cf09,1661999403.0,,1662005148,,AFR333  ,,,LFPG,,A350-941,A359,F-HTYJ
39e683,1662045781.0,1662045782.0,1662050352,1662050351.0,AFR16BD ,EDDM,EDDM,LFPG,LFPG,Airbus A220-300,BCS3,F-HZUD
39e683,1662037393.0,1662037396.0,1662040943,1662040924.0,AFR68WE ,LFPG,LFPG,EDDM,EDDM,Airbus A220-300,BCS3,F-HZUD
39e683,1662028622.0,1662028515.0,1662032669,1662032668.0,AFR58AB ,LFMT,LFMT,LFPG,LFPG,Airbus A220-300,BCS3,F-HZUD
39e683,1662020531.0,,1662023899,,AFR52YA ,LFPG,,LFNG,,Airbus A220-300,BCS3,F-HZUD
4009d1,1662029771.0,,1662036274,,WRTHOG84,EGNV,,EGHH,,FAN JET FALCON SERIES D Falcon 20d,FA20,G-FRAP
4009d1,1662016296.0,,1662019254,,FRA76   ,EGHH,,EGNV,,FAN JET FALCON SERIES D Falcon 20d,FA20,G-FRAP
4044b8,1662040981.0,,1662044599,,GIICP   ,,,EGBJ,,HUGHES 369E Hughes 500,H500,G-OGJP
4044b8,1662034853.0,,1662037190,,GIICP   ,EGBJ,,,,HUGHES 369E Hughes 500,H500,G-OGJP
406590,1662031014.0,,1662055488,,BAW173A ,EGLL,,KJFK,,BOEING 777-36NER,B77W,G-STBD
4076a8,1662037248.0,,1662043267,,GCKZH   ,EGCJ,,EGHP,,Vans RV-12,RV12,G-CKZH
4076a8,1662023558.0,,1662032516,,GCKZH   ,,,EGCJ,,Vans RV-12,RV12,G-CKZH
4077c9,1662028470.0,,1662035682,,GCLDA   ,EGCV,,EGEC,,,,
4077c9,1662018630.0,,1662023219,,GCLDA   ,EGTF,,EGCV,,,,
4077c9,1662010047.0,,1662016246,,GCLDA   ,EGCV,,EGTF,,,,
4079c7,1662044555.0,,1662046250,,GCLLR   ,EGTR,,EGSG,,Piper PA-28-140,P28A,G-CLLR
44003e,1662060270.0,1662060271.0,1662063611,1662063610.0,EJU72ER ,LEMD,LEMD,LPPR,LPPR,Airbus A320-214,A320,OE-ICS
44003e,1662054023.0,1662054024.0,1662056818,1662056770.0,EJU7475 ,LPPR,LPPR,LEMD,LEMD,Airbus A320-214,A320,OE-ICS
44003e,1662043061.0,,1662050789,,EJU93VZ ,LSGG,,LPPR,,Airbus A320-214,A320,OE-ICS
44003e,1662033006.0,,1662039261,,EJU87XM ,LPPR,,LSGG,,Airbus A320-214,A320,OE-ICS
44003e,1662020460.0,,1662028783,,EJU16YH ,LSZM,,LPPR,,Airbus A320-214,A320,OE-ICS
44003e,1662009784.0,1662009785.0,1662017216,1662017215.0,EJU43MA ,LPPR,LPPR,LSZM,LFSB,Airbus A320-214,A320,OE-ICS
4400b4,1662042648.0,,1662047791,,GLJ33LE ,LFMN,,EGGW,,GVI (G650),G650,OE-LEO
44067c,1662040807.0,,1662043637,,IJM188  ,EGNM,,EGPE,,Citation C525 CJ4,C525,OE-GXT
44067c,1662027471.0,,1662036013,,IJM188  ,LEPA,,EGNM,,Citation C525 CJ4,C525,OE-GXT
4408f0,1662065444.0,1662065445.0,1662070172,1662070166.0,TAY4975 ,LOWW,LOWW,EBLG,EBLG,737 4Z9SF,B734,OE-IAB
4408f0,1661999929.0,,1662004339,,TAY4875 ,EBLG,,LOWW,,737 4Z9SF,B734,OE-IAB
4488b4,1662036228.0,,1662039256,,OOBET   ,EBGB,,EBGB,,F152,C152,OO-BET
4488b4,1662032369.0,,1662034306,,OOBET   ,EHMZ,,EBGB,,F152,C152,OO-BET
4488b4,1662025965.0,,1662027749,,OOBET   ,EBGB,,EHMZ,,F152,C152,OO-BET
43c930,1662047218.0,,1662052386,,AWARD76 ,EGDJ,,EGDJ,,,,
43c8ec,1662037652.0,,1662042727,,SYS70   ,EGTK,,EGOS,,Juno HT.1,EC35,ZM518
43c8ec,1662025280.0,,1662031139,,SYS70   ,EGOS,,EGTK,,Juno HT.1,EC35,ZM518
43ed0d,1662023205.0,1662023206.0,1662029301,,2FEEL   ,EPPO,EPPO,EPPO,EPPO,Cirrus SF-50 Vision,SF50,2-FEEL
451d86,1662050596.0,1662050567.0,1662059034,1662059053.0,TAP487  ,LFMN,LFMN,LPPT,LPPT,EMB-190 AR,E190,LZ-VAR
451d86,1662039764.0,1662039765.0,1662046821,1662046921.0,TAP484H ,LPPT,LPPT,LFMN,LFMN,EMB-190 AR,E190,LZ-VAR
451d86,1662024944.0,,1662030689,,TAP1035 ,LEBL,,LPPT,,EMB-190 AR,E190,LZ-VAR
451d86,1662015420.0,1662015421.0,1662020279,1662020278.0,TAP1040 ,LPPT,LPPT,LEBL,LEBL,EMB-190 AR,E190,LZ-VAR
44c973,1662053493.0,,1662058459,,OORKS   ,LIML,,EBAW,,Cessna 510 Citation Mustang,C510,OO-RKS
44c973,1662042554.0,1662042556.0,1662043635,1662043877.0,OORKS   ,LSZA,LSZA,LIML,LIML,Cessna 510 Citation Mustang,C510,OO-RKS
44c973,1662027682.0,1662027683.0,1662032248,1662032247.0,OORKS   ,EBBR,EBBR,LSZA,LSZA,Cessna 510 Citation Mustang,C510,OO-RKS
44ccc5,1662024151.0,1662024160.0,1662051141,1662051138.0,BEL1CP  ,EBBR,EBBR,KJFK,KJFK,A330 343,A333,OO-SFE
44ccc5,1661990477.0,,1662011176,,BEL52B  ,,,EBBR,,A330 343,A333,OO-SFE
45ab4d,1662039204.0,,1662054215,,JTD506  ,,,EKBI,,737-8K5 (W),B738,OY-JZM
45ab4d,1662015119.0,,1662032391,,JTD505  ,EKBI,,,,737-8K5 (W),B738,OY-JZM
45ce4c,1662067279.0,,1662069503,,BCS189  ,EDDK,,EDDP,,767 232BDSF,B762,OY-SRL
45ce4c,1661998308.0,,1662000727,,BCS198  ,EDDP,,EDDK,,767 232BDSF,B762,OY-SRL
471f82,1662034595.0,1662034597.0,1662042397,1662042532.0,WZZ1991 ,EDLW,EDLW,LBWV,LBWN,A320 232SL,A320,HA-LYG
471f82,1662021874.0,,1662030867,1662030827.0,WZZ1790 ,,LBWN,EDLW,EDLW,A320 232SL,A320,HA-LYG
471f82,1662010680.0,,1662017156,,WZZ1046 ,EDDB,,LBWV,,A320 232SL,A320,HA-LYG
471f82,1661998315.0,,1662005968,,WZZ103X ,LBWV,,EDDB,,A320 232SL,A320,HA-LYG
471efa,1662046826.0,,1662053782,,WZZ2071 ,LFMN,,LROP,,,,
471efa,1662034128.0,1662034129.0,1662042202,1662042247.0,WZZ2033 ,LROP,LROP,LFMN,LFMN,,,
471efa,1662017436.0,,1662025387,,WZZ3258 ,LLBG,,LROP,,,,
471efa,1662002377.0,1662002378.0,1662010488,1662010508.0,WZZ3257 ,LROP,LROP,LLBG,LLBG,,,
478090,1662060630.0,,1662062151,,WIF9QG  ,,,ENBO,,DHC-8 103B,DH8A,LN-WIH
478090,1662024589.0,1662024591.0,1662027026,,WIF9ZB  ,ENBO,ENBO,,ENTC,DHC-8 103B,DH8A,LN-WIH
478090,1662007578.0,,1662008276,,WIF9121 ,,,ENBO,,DHC-8 103B,DH8A,LN-WIH
48415f,1662063887.0,1662063904.0,1662066773,1662066772.0,KLM77M  ,EHAM,EHAM,EGBB,EGBB,737NG 8K2/W,B738,PH-BXF
48415f,1662053844.0,1662053847.0,1662058086,1662058085.0,KLM94Y  ,LSZH,LSZH,EHAM,EHAM,737NG 8K2/W,B738,PH-BXF
48415f,1662046020.0,1662046021.0,1662049459,1662049388.0,KLM1963 ,EHAM,EHAM,LSZH,LSZH,737NG 8K2/W,B738,PH-BXF
48415f,1662032433.0,1662032408.0,1662038699,1662038695.0,KLM66J  ,LEBL,LEBL,EHAM,EHAM,737NG 8K2/W,B738,PH-BXF
48415f,1662021450.0,1662021452.0,1662027744,1662027731.0,KLM65H  ,EHAM,EHAM,LEBL,LEBL,737NG 8K2/W,B738,PH-BXF
48415f,1662006646.0,1662006647.0,1662013079,1662013075.0,KLM18S  ,LEBL,LEBL,EHAM,EHAM,737NG 8K2/W,B738,PH-BXF
4841d5,1662057526.0,,1662063516,,TRA10U  ,,,EHRD,,737NG 7K2/W,B737,PH-XRB
4841d5,1662047474.0,1662047475.0,1662052702,,TRA82Q  ,EHRD,EHRD,,LDSP,737NG 7K2/W,B737,PH-XRB
4841d5,1662029587.0,,1662041996,,TRA26R  ,,,EHRD,,737NG 7K2/W,B737,PH-XRB
4841d5,1662008566.0,,1662022761,,TRA630T ,EHRD,,,,737NG 7K2/W,B737,PH-XRB
48520a,1662062973.0,,1662068088,1662068087.0,TRA6286 ,,LFTH,EHRD,EHRD,737NG 8K2/W,B738,PH-HXB
48520a,1662055082.0,,1662059772,,TRA285G ,EHRD,,LFTZ,,737NG 8K2/W,B738,PH-HXB
48520a,1662043007.0,,1662049027,,TRA6064 ,LEBL,,EHRD,,737NG 8K2/W,B738,PH-HXB
48520a,1662032037.0,1662032063.0,1662038426,1662038423.0,TRA34M  ,EHAM,EHAM,LEBL,LEBL,737NG 8K2/W,B738,PH-HXB
484f73,1661997984.0,,1662003933,1662003931.0,KLM656  ,,KMSP,EHAM,EHAM,A330 303,A333,PH-AKD
47bf9d,1662054459.0,,1662057894,,FOX81D  ,EKCH,,ENGM,,,,
47bf9d,1662048106.0,,1662050992,,FOX5AC  ,ENGM,,EKCH,,,,
47bf9d,1662042681.0,,1662044967,,FOX53G  ,,,ENGM,,,,
47bf9d,1662036480.0,,1662037976,,FOX52G  ,ENGM,,,,,,
47bf9d,1662025695.0,1662025696.0,1662032487,1662032466.0,FOX78D  ,LFPG,LFPG,ENGM,ENGM,,,
47bf9d,1662013868.0,1662013849.0,1662020985,1662020982.0,FOX1356 ,ENGM,ENGM,LFPG,LFPG,,,
4952c3,1662057660.0,1662057661.0,1662064621,1662064611.0,TAP135Y ,LPPT,LPPT,EGLL,EGLL,A320-251N,A20N,CS-TVC
4952c3,1662037866.0,,1662045832,,TAP1359 ,EGLL,,LPPT,,A320-251N,A20N,CS-TVC
4952c3,1662024975.0,1662024976.0,1662032398,1662032397.0,TAP135P ,LPPT,LPPT,EGLL,EGLL,A320-251N,A20N,CS-TVC
48c133,1662055722.0,1662055723.0,1662063027,1662063025.0,RYR42KQ ,EGSS,EGSS,LHBP,LHBP,Boeing 737-8AS,B738,SP-RKU
48c133,1662044712.0,,1662052467,,RYR94LU ,LHBP,,EGSS,,Boeing 737-8AS,B738,SP-RKU
48c133,1662037177.0,1662037141.0,1662041333,1662041332.0,RYR1SH  ,LIME,LIME,LHBP,LHBP,Boeing 737-8AS,B738,SP-RKU
48c133,1662030158.0,1662030159.0,1662034589,1662034628.0,RYR7WZ  ,LHBP,LHBP,LIME,LIME,Boeing 737-8AS,B738,SP-RKU
48c133,1662019741.0,1662019743.0,1662026921,1662026882.0,RYR72ZQ ,EGSS,EGSS,LHBP,LHBP,Boeing 737-8AS,B738,SP-RKU
48c133,1662010051.0,1662010054.0,1662015537,1662015670.0,RYR48MX ,EKCH,EKCH,EGSS,EGSS,Boeing 737-8AS,B738,SP-RKU
48c133,1662002682.0,,1662007017,,RYR7621 ,EYKA,,EKCH,,Boeing 737-8AS,B738,SP-RKU
48d981,1662029371.0,,1662032766,1662032765.0,PLF130  ,EPWR,EPPO,EPWA,EPWA,,,
48d981,1662023426.0,,1662026427,,PLF130  ,EPGD,,EPWR,,,,
48d981,1662019897.0,1662019843.0,1662021950,1662021948.0,PLF130  ,EPWA,EPWA,EPGD,EPGD,,,
49c2ec,1662046925.0,,1662052240,,OKAUG04 ,,,EPRG,,JA-400 Skyleader,ULAC,OK-AUG-04
49c2ec,1662017164.0,,1662021801,,OKAUG04 ,EPRG,,EPKL,,JA-400 Skyleader,ULAC,OK-AUG-04
3c56ef,1662063235.0,,1662067950,,EWG4TA  ,LIMC,,EDDH,,A320 214SL,A320,D-AEWO
3c56ef,1662050892.0,1662050893.0,1662055781,1662055780.0,EWG18KG ,EDDH,EDDH,LIMC,LIMC,A320 214SL,A320,D-AEWO
3c56ef,1662031833.0,,1662042464,,EWG7675 ,,,EDDH,,A320 214SL,A320,D-AEWO
3c56ef,1662014177.0,1662014178.0,1662024017,,EWG21H  ,EDDH,EDDH,,LGIR,A320 214SL,A320,D-AEWO
3c4dd6,1662059479.0,1662059480.0,1662061867,1662061864.0,DLH2374 ,EDDM,EDDM,LSZH,LSZH,CRJ 900 LR NG,CRJ9,D-ACNV
3c4dd6,1662051832.0,1662051833.0,1662054676,1662054724.0,DLH3UL  ,LSGG,LSGG,EDDM,EDDM,CRJ 900 LR NG,CRJ9,D-ACNV
3c4dd6,1662044524.0,,1662048048,,DLH8KV  ,EDDM,,LSGG,,CRJ 900 LR NG,CRJ9,D-ACNV
3c4dd6,1662033558.0,,1662038429,,DLH3RM  ,,,EDDM,,CRJ 900 LR NG,CRJ9,D-ACNV
3c4dd6,1662025381.0,1662025382.0,1662029795,1662030003.0,DLH7YC  ,EDDM,EDDM,LRCD,LRSB,CRJ 900 LR NG,CRJ9,D-ACNV
3c4dd6,1662015918.0,,1662019733,,DLH53H  ,LFMN,,EDDM,,CRJ 900 LR NG,CRJ9,D-ACNV
3c4dd6,1662008690.0,1662008691.0,1662012702,1662012701.0,DLH93U  ,EDDM,EDDM,LFMN,LFMN,CRJ 900 LR NG,CRJ9,D-ACNV
3c6426,1662054051.0,,1662066480,,CFG239  ,,,EDDP,,A321 211SL,A321,D-AIAF
3c6426,1662030815.0,1662030818.0,1662041118,,CFG238  ,EDDP,EDDP,,HEGN,A321 211SL,A321,D-AIAF
3c6668,1662051960.0,1662051961.0,1662054360,1662054098.0,DLH9Y   ,EBBR,EBBR,EDDF,EDDF,A321 231,A321,D-AISH
3c6668,1662046260.0,,1662048689,,DLH7EK  ,EDDF,,EBBR,,A321 231,A321,D-AISH
3c6668,1662033481.0,1662033482.0,1662041485,1662041215.0,DLH21X  ,LPPR,LPPR,EDDF,EDDF,A321 231,A321,D-AISH
3c6668,1662019484.0,1662019724.0,1662028599,1662028598.0,DLH23P  ,EDDF,EDDF,LPPR,LPPR,A321 231,A321,D-AISH
3c6701,1662030039.0,1662030041.0,1662071058,1662071057.0,DLH5Y   ,EDDM,EDDM,KSAN,KSAN,Airbus A350-941,A359,D-AIXA
3c7438,1662052605.0,,1662065436,,TUI2JA  ,,,EDDL,,Boeing 737 MAX 8,B38M,D-AMAX
3c7438,1662031250.0,,1662046153,,TUI6TK  ,EDDL,,,,Boeing 737 MAX 8,B38M,D-AMAX
3c7438,1662017462.0,1662017463.0,1662024478,1662024477.0,TUI2WB  ,LEPA,LEPA,EDDL,EDDL,Boeing 737 MAX 8,B38M,D-AMAX
3c7438,1662005595.0,,1662012365,,TUI312  ,EDDL,,LEPA,,Boeing 737 MAX 8,B38M,D-AMAX
3d21df,1662030854.0,,1662035804,,DELBR   ,EKAH,,EDXH,,BRM Aero Bristell B23,BR23,D-ELBR
3d1cc2,1662028747.0,,1662031300,,DEJDI   ,EDAC,,EDBA,,150F,C150,D-EJDI
3d1cc2,1662024757.0,,1662026728,,DEJDI   ,EDOU,,EDAC,,150F,C150,D-EJDI
3e0a3b,1662036954.0,,1662040834,,BPO242  ,,,EDNX,,EC135 T2+,EC35,D-HVBN
3e0a3b,1662032504.0,,1662036207,,BPO242  ,EDSL,,EDSP,,EC135 T2+,EC35,D-HVBN
3e0a3b,1662026414.0,,1662027323,,BPO242  ,EDTZ,,EDTD,,EC135 T2+,EC35,D-HVBN
3e0a3b,1662023354.0,,1662025555,,BPO242  ,,,EDTZ,,EC135 T2+,EC35,D-HVBN
3dbc00,1662031664.0,1662031665.0,1662038484,,PTO505  ,EKYT,EKYT,ETNL,ETNL,Diamond DA42 NG Twin Star,DA42,D-GRLG
3dbc00,1662020392.0,1662020206.0,1662028131,1662028130.0,PTO504  ,ETNL,ETNL,EKYT,EKYT,Diamond DA42 NG Twin Star,DA42,D-GRLG
3ddd89,1662040204.0,,1662043776,,STLON53 ,EDQS,,EDAW,,,,
3ddd89,1662034092.0,,1662036648,,STLON53 ,EDAW,,EDQS,,,,
3ff66e,1662049447.0,,1662052635,,DMYIC   ,EDXD,,EDXD,,,,D-MYIC
3ffa48,1662044925.0,,1662049275,,DMELY   ,EDXB,,EDHU,,Avid Flyer,AVID,D-MELY
3ffa48,1662037399.0,,1662039254,,DMELY   ,EDXY,,EDXB,,Avid Flyer,AVID,D-MELY
3ffa48,1662024689.0,,1662028495,,DMELY   ,,,EDXY,,Avid Flyer,AVID,D-MELY
501c16,1662047530.0,,1662057438,,SDR44SB ,LGRP,,EDDC,,,A320,9A-SHO
501c16,1662031713.0,1662031714.0,1662041006,1662041005.0,SDR44RQ ,EDDC,EDDC,LGRP,LGRP,,A320,9A-SHO
501c16,1662016729.0,,1662026615,,SDR44MH ,LGKO,,EDDC,,,A320,9A-SHO
501c16,1662004572.0,1662004574.0,1662013528,1662013526.0,SDR44NX ,EDDC,EDDC,LGKO,LGKO,,A320,9A-SHO
503d17,1662007507.0,1662007457.0,1662021177,1662021176.0,LTC601  ,LCLK,LCLK,LSGG,LSGG,125 800XP,H25B,LY-LTA
4a3701,1662054857.0,,1662064293,,BLA2908 ,LEBL,,LRBC,,Boeing 737 MAX 8,B38M,YR-MXA
4a3701,1662038122.0,1662037960.0,1662048739,1662048750.0,BLA4FZ  ,LRBC,LRBC,LEBL,LEBL,Boeing 737 MAX 8,B38M,YR-MXA
4a3701,1662025380.0,,1662033768,,BLA7PB  ,LFOB,,LRBC,,Boeing 737 MAX 8,B38M,YR-MXA
4a3701,1662012416.0,1662012261.0,1662021837,1662022075.0,BLA2905 ,LRBC,LRBC,LFPC,LFOB,Boeing 737 MAX 8,B38M,YR-MXA
4b1885,1662031596.0,1662032819.0,1662066010,1662066078.0,SWR8T   ,LSZH,LSZH,KORD,KORD,A330-343,A333,HB-JHL
4b1885,1661996524.0,,1662006266,1662006217.0,SWR147  ,,VIDP,LSZH,LSZH,A330-343,A333,HB-JHL
4b17fd,1662051030.0,1662051034.0,1662055291,1662055289.0,SWR349R ,EGLL,EGLL,LSGG,LSGG,BD-500-1A11 (CS300),,HB-JCF
4b17fd,1662041408.0,1662041412.0,1662046161,1662046159.0,SWR348  ,LSGG,LSGG,EGLL,EGLL,BD-500-1A11 (CS300),,HB-JCF
4b17fd,1662028268.0,,1662037509,,SWR330P ,,,LSGG,,BD-500-1A11 (CS300),,HB-JCF
4b17fd,1662014138.0,1662014139.0,1662022953,,SWR291A ,LSGG,LSGG,,LGIR,BD-500-1A11 (CS300),,HB-JCF
4b4437,1662044693.0,,1662045387,,HBZVR   ,,,LSML,,Airbus Helicopters H125,AS50,HB-ZVR
4b4437,1662009574.0,,1662010330,,HBZVR   ,LSPM,,LSPM,,Airbus Helicopters H125,AS50,HB-ZVR
4b43af,1662026499.0,,1662028551,1662028548.0,RGAQL   ,LSGC,LSGC,LSZG,LSZG,MBB BK-117D2 (H145),EC45,HB-ZQL
4b43af,1662019863.0,,1662023959,,RGAQL   ,LSZG,LSHA,LSGC,LSGC,MBB BK-117D2 (H145),EC45,HB-ZQL
4aca07,1662058480.0,,1662062478,1662062192.0,NSZ2523 ,,EFRO,EFHK,EFHK,Boeing 737-8JP,B738,SE-RPG
4aca07,1662051513.0,1662052067.0,1662055258,,NSZ2522 ,EFHK,EFHK,,EFRO,Boeing 737-8JP,B738,SE-RPG
4aca07,1662035581.0,1662035542.0,1662048891,1662048745.0,NSZ2903 ,LEBL,LEBL,EFHK,EFHK,Boeing 737-8JP,B738,SE-RPG
4aca07,1662018210.0,,1662031252,,NSZ2902 ,EFHK,,LEBL,,Boeing 737-8JP,B738,SE-RPG
4aca07,1662013285.0,1662013286.0,1662015863,1662015736.0,NSZ2603 ,ESSA,ESSA,EFHK,EFHK,Boeing 737-8JP,B738,SE-RPG
4ba9e1,1662016997.0,,1662028254,,THY351  ,,,LTFM,,A330 303,A333,TC-JOA
4bab47,1662041438.0,1662041369.0,1662050897,1662050896.0,THY5ZQ  ,LTFM,LTFM,LSZM,LFSB,737NG 8F2/W,B738,TC-JZG
4bab47,1662026201.0,,1662028997,,THY1LZ  ,,,LTFM,,737NG 8F2/W,B738,TC-JZG
4bab47,1662012342.0,,1662014189,,THY1FV  ,LTFM,,,,737NG 8F2/W,B738,TC-JZG
4bce02,1662056253.0,,1662058649,,SXS2RT  ,,,,,737-86Q,B738,TC-SPB
4bce02,1662042495.0,1662042496.0,1662050009,,SXS92N  ,LIMC,LIMC,,LTBJ,737-86Q,B738,TC-SPB
4bce02,1662027690.0,,1662036320,1662036319.0,SXS3GB  ,,LTBJ,LIMC,LIMC,737-86Q,B738,TC-SPB
4bce02,1662011898.0,1662011899.0,1662020570,,SXS72R  ,LSZM,LFSB,,LTBJ,737-86Q,B738,TC-SPB
4bce02,1661997756.0,,1662007295,,SXS1KE  ,,,LSZM,,737-86Q,B738,TC-SPB
4d0112,1662045352.0,1662045263.0,1662050212,1662050207.0,CLX74J  ,EGPK,EGPK,ELLX,ELLX,Boeing 747-8R7F,B748,LX-VCI
4d0112,1662010414.0,1662010314.0,1662038398,1662038696.0,CLX74J  ,K9X1,KIAH,EGPK,EGPK,Boeing 747-8R7F,B748,LX-VCI
4d0112,1661998023.0,1661997999.0,1662000007,,CLX74J  ,KDFW,KIAH,K9X1,EGPK,Boeing 747-8R7F,B748,LX-VCI
4d0233,1662007503.0,,1662050834,,SVW51XL ,LSGG,,KSAN,,,Falcon 8X,LX-LXL
4d2213,1662051434.0,1662051432.0,1662057268,1662057267.0,RYR7625 ,EKCH,EKCH,LIPZ,LIPZ,737-8AS (W),B738,9H-QCY
4d2213,1662042684.0,1662042685.0,1662048710,1662048708.0,RYR7624 ,LIPZ,LIPZ,EKCH,EKCH,737-8AS (W),B738,9H-QCY
4d2213,1662033765.0,,1662038965,,RYR6RE  ,,,LIPZ,,737-8AS (W),B738,9H-QCY
4d2213,1662024391.0,1662024392.0,1662029147,,RYR2QA  ,LIPZ,LIPZ,,LICC,737-8AS (W),B738,9H-QCY
4d2213,1662016874.0,1662016875.0,1662021623,1662021622.0,RYR34MP ,EPKT,EPKT,LIPZ,LIPZ,737-8AS (W),B738,9H-QCY
4d2213,1662009010.0,,1662013138,,RYR51ED ,LIPZ,,EPKT,,737-8AS (W),B738,9H-QCY
