icao24,firstseen,takeofftime,lastseen,landingtime,callsign,estdepartureairport,airportofdeparture,estarrivalairport,airportofdestination,model, typecode, registration
4d2378,1662059461.0,1662059471.0,1662065986,1662065984.0,EWG76ZM ,LEBL,LEBL,EDDL,EDDL,Airbus A320-214,A320,9H-AMV
4d2378,1662049083.0,1662049084.0,1662054434,1662054469.0,EWG2520 ,EDDS,EDDS,LEBL,LEBL,Airbus A320-214,A320,9H-AMV
4d2378,1662034920.0,1662034898.0,1662041967,1662041966.0,EWG20JL ,LEIB,LEIB,EDDS,EDDS,Airbus A320-214,A320,9H-AMV
4d2378,1662024264.0,1662024264.0,1662030929,1662031007.0,EWG2544 ,EDDS,EDDS,LEIB,LEIB,Airbus A320-214,A320,9H-AMV
4d2378,1662015036.0,1662015038.0,1662018615,1662018555.0,EWG6PR  ,LOWW,LOWW,EDDS,EDDS,Airbus A320-214,A320,9H-AMV
4d2378,1662008017.0,,1662011180,,EWG85AH ,EDDS,,LOWW,,Airbus A320-214,A320,9H-AMV
4d22ac,1662052711.0,,1662057224,1662057223.0,BBG751  ,,LGIR,LLBG,LLBG,Boeing 737-85F,B738,9H-HLY
4d22ac,1662042802.0,1662042805.0,1662046676,,BBG754  ,LLBG,LLBG,,LGIR,Boeing 737-85F,B738,9H-HLY
4d22ac,1662032379.0,,1662037164,1662037144.0,BBG753  ,,LGIR,LLBG,LLBG,Boeing 737-85F,B738,9H-HLY
4d22ac,1662018059.0,1662018064.0,1662021934,,BBG752  ,LLBG,LLBG,,LGIR,Boeing 737-85F,B738,9H-HLY
4ca24f,1662062261.0,,1662065390,,RYR4009 ,,,LEZL,,BOEING 737-8AS,B738,EI-DCW
4ca24f,1662054555.0,,1662057959,,RYR3XZ  ,LEZL,,,,BOEING 737-8AS,B738,EI-DCW
4ca24f,1662049088.0,,1662051959,,RYR2207 ,,,LEZL,,BOEING 737-8AS,B738,EI-DCW
4ca24f,1662043141.0,,1662045437,,RYR6NX  ,LEZL,,,,BOEING 737-8AS,B738,EI-DCW
4ca24f,1662035551.0,1662035552.0,1662039976,1662039961.0,RYR529U ,LEPA,LEPA,LEZL,LEZL,BOEING 737-8AS,B738,EI-DCW
4ca24f,1662020160.0,,1662028046,,RYR1AE  ,EGNM,,LEPA,,BOEING 737-8AS,B738,EI-DCW
4ca24f,1662007806.0,,1662016288,,RYR6NW  ,LEPA,,EGNM,,BOEING 737-8AS,B738,EI-DCW
4ca56e,1662062762.0,,1662071023,1662071063.0,RYR4UB  ,,EVRA,EGSS,EGSS,BOEING 737-8AS,B738,EI-DWI
4ca56e,1662051711.0,1662051713.0,1662059219,,RYR157J ,EGSS,EGSS,EVEA,EVRA,BOEING 737-8AS,B738,EI-DWI
4ca56e,1662041760.0,,1662048350,,RYR88KL ,,,EGSS,,BOEING 737-8AS,B738,EI-DWI
4ca56e,1662032192.0,,1662038325,,RYR6LF  ,EGSS,,EPLY,,BOEING 737-8AS,B738,EI-DWI
4ca56e,1662023794.0,1662023795.0,1662027848,1662027849.0,RYR58LZ ,EDDH,EDDH,EGSS,EGSS,BOEING 737-8AS,B738,EI-DWI
4ca56e,1662015858.0,1662015859.0,1662019549,1662019545.0,RYR8MZ  ,EGSS,EGSS,EDDH,EDDH,BOEING 737-8AS,B738,EI-DWI
4caa69,1662064321.0,,1662066435,,BCS2883 ,EIDW,,EGNX,,A300 B4-622R,A306,EI-EXR
4caa69,1662005677.0,,1662007991,,BCS2882 ,EGNX,,EIDW,,A300 B4-622R,A306,EI-EXR
4caa69,1661990403.0,,1661994416,,BCS93C  ,,,EGNX,,A300 B4-622R,A306,EI-EXR
4cac23,1662064475.0,,1662073188,,RYR8564 ,EIDW,,LEMG,,Boeing 737 MAX 8-200,B38M,EI-HGL
4cac23,1662051842.0,,1662060659,,RYR456H ,LEMG,,EIDW,,Boeing 737 MAX 8-200,B38M,EI-HGL
4cac23,1662044705.0,,1662047206,,RYR3YG  ,,,LEMG,,Boeing 737 MAX 8-200,B38M,EI-HGL
4cac23,1662039044.0,,1662040689,,RYR92AE ,,,,,Boeing 737 MAX 8-200,B38M,EI-HGL
4cac23,1662024216.0,,1662033175,,RYR9UB  ,EIDW,,LEMG,,Boeing 737 MAX 8-200,B38M,EI-HGL
4cac23,1662011289.0,,1662020217,,RYR912Y ,LEMG,,EIDW,,Boeing 737 MAX 8-200,B38M,EI-HGL
4cad44,1661990406.0,,1662025161,,ITY621  ,,,LIRF,,,,
4cafdb,1662057333.0,,1662061542,,ITY356  ,LIML,,LFPO,,Mitsubishi CRJ-1000,CRJX,EI-HBA
4cafdb,1662047670.0,1662047671.0,1662051801,1662051800.0,ITY417  ,EDDL,EDDL,LIML,LIML,Mitsubishi CRJ-1000,CRJX,EI-HBA
4cafdb,1662040068.0,,1662044518,,ITY414  ,LIML,,EDDL,,Mitsubishi CRJ-1000,CRJX,EI-HBA
4cafdb,1662033631.0,,1662036972,,ITY1294 ,,,LIML,,Mitsubishi CRJ-1000,CRJX,EI-HBA
4cafdb,1662024992.0,1662024993.0,1662027860,,ITY1299 ,LIML,LIML,,LIRN,Mitsubishi CRJ-1000,CRJX,EI-HBA
4cafdb,1662017031.0,1662017041.0,1662020189,1662020188.0,ITY413  ,EDDF,EDDF,LIML,LIML,Mitsubishi CRJ-1000,CRJX,EI-HBA
4cafdb,1662009216.0,1662009217.0,1662012688,1662012685.0,ITY416  ,LIML,LIML,EDDF,EDDF,Mitsubishi CRJ-1000,CRJX,EI-HBA
4cc2a5,1662054727.0,,1662059765,,ICE454  ,,,EGLL,,757 256/W,B752,TF-FIR
4cc2a5,1662035641.0,1662035620.0,1662040348,,ICE19A  ,EGKK,EGKK,,BIKF,757 256/W,B752,TF-FIR
4cc2a5,1662023110.0,,1662028298,1662028347.0,ICE6H   ,,BIKF,EGKK,EGKK,757 256/W,B752,TF-FIR
4cc54e,1662070666.0,,1662074890,,BCS408  ,LIMC,,EDDK,,737-8F2(BCF) ,B738,TF-BBQ 
4cc54e,1662063949.0,,1662065819,,BSC2MG  ,LIRP,,LIMC,,737-8F2(BCF) ,B738,TF-BBQ 
4cc54e,1662008344.0,1662008346.0,1662010391,1662010390.0,BCS7856 ,LIMC,LIMC,LIRP,LIRP,737-8F2(BCF) ,B738,TF-BBQ 
4cc54e,1661997285.0,1661997289.0,1662000937,1662000936.0,BCS409  ,EDDK,EDDK,LIMC,LIMC,737-8F2(BCF) ,B738,TF-BBQ 
71c308,1661991834.0,,1662018970,,AAR522  ,,,RKSI,,Airbus A350-941,,HL8308
738064,1662045941.0,,1662048531,,ELY2432 ,LCLK,,LLBG,,737NG 858/W,B738,4X-EKB
738064,1662038368.0,1662038332.0,1662040523,1662040561.0,ELY2431 ,LLBG,LLBG,LCLK,LCLK,737NG 858/W,B738,4X-EKB
75044d,1662028620.0,,1662074223,,MAS3    ,EGLL,,WMKK,,,,
75044d,1661993320.0,,1662006197,,MAS2    ,,,EGLL,,,,
7504c3,1662055517.0,,1662067768,,AXM70   ,,,WMKK,,Airbus A321-251NX,A21N,9M-VAA
7504c3,1662036872.0,,1662048894,,AXM71   ,,,,,Airbus A321-251NX,A21N,9M-VAA
7504c3,1662014413.0,,1662020722,,AXM883  ,VTBD,,WMKK,,Airbus A321-251NX,A21N,9M-VAA
7504c3,1662002730.0,,1662008777,,AXM882  ,,,VTBD,,Airbus A321-251NX,A21N,9M-VAA
7504c3,1661996280.0,,1661998555,,AXM702  ,,,WMKK,,Airbus A321-251NX,A21N,9M-VAA
75860f,1662067441.0,,1662068775,,CEB451  ,RPLL,,,,Airbus A321-271NX,A21N,RP-C4121
75860f,1662049086.0,,1662051285,,CEB2506 ,,,RPLL,,Airbus A321-271NX,A21N,RP-C4121
75860f,1662041462.0,,1662043106,,CEB2505 ,RPLL,,,,Airbus A321-271NX,A21N,RP-C4121
75860f,1662029857.0,,1662032457,,CEB686  ,,,RPLL,,Airbus A321-271NX,A21N,RP-C4121
75860f,1662020748.0,,1662022457,,CEB685  ,RPLL,,,,Airbus A321-271NX,A21N,RP-C4121
75860f,1662010432.0,,1662014200,,CEB568  ,,,RPLL,,Airbus A321-271NX,A21N,RP-C4121
75860f,1662002167.0,,1662003717,,CEB567  ,RPLL,,,,Airbus A321-271NX,A21N,RP-C4121
75860f,1661991295.0,,1661993274,,CEB474  ,,,RPLL,,Airbus A321-271NX,A21N,RP-C4121
76bcc5,1661997924.0,,1662007344,,TGW818  ,,,RJBB,,787 8,B788,9V-OFE
76e723,1661993117.0,,1661998745,,EGLE836 ,YPEA,,YPEA,,PC-21,PC21,9103
7811b3,1662018920.0,,1662041676,,CUA2961 ,,,,,737NG 800/W,B738,B-1465
78157d,1661990422.0,,1662053597,,CHH7952 ,,,ZBAA,,Boeing 787-9 Dreamliner,B789,B-207J
78169e,1662037656.0,,1662053277,,CQH6540 ,,,ZGSZ,,Airbus A320-251N,A20N,B-308K
78169e,1662013191.0,,1662027864,,CQH6539 ,ZGSZ,,,,Airbus A320-251N,A20N,B-308K
8515a2,1662032504.0,,1662035924,,JAL150  ,,,RJTT,,737NG 846/W,B738,JA328J
8515a2,1662025717.0,,1662029025,,JAL149  ,RJTT,,RJSA,,737NG 846/W,B738,JA328J
861b03,1662040007.0,,1662046819,,ANA8427 ,,,,,767 381F,B763,JA602F
861b03,1662025712.0,,1662030477,,ANA8476 ,,,,,767 381F,B763,JA602F
861b03,1662010869.0,,1662017654,,ANA8475 ,,,RKSI,,767 381F,B763,JA602F
861b03,1661990417.0,,1662002394,,ANA8510 ,,,RJAA,,767 381F,B763,JA602F
861b47,1662069940.0,,1662075199,,ANA8490 ,,,,,767 381F,B763,JA604F
861b47,1662035303.0,,1662040273,,ANA8489 ,,,,,767 381F,B763,JA604F
861b47,1662008828.0,,1662022903,,ANA9646 ,VHHH,,,,767 381F,B763,JA604F
861b47,1661990405.0,,1662002366,,ANA9645 ,,,VHHH,,767 381F,B763,JA604F
86d624,,,1662001794,,TZP1    ,,,,,787 8,B788,JA825J
86d943,1661998094.0,,1662003326,,ANA8515 ,,,,,767 381ERBCF,B763,JA8323
86cec5,1662022170.0,,1662024896,,SNJ24   ,,,RJTT,,737NG 86N/W,B738,JA803X
86cec5,1662007320.0,,1662007926,,SNJ101  ,RJFF,,,,737NG 86N/W,B738,JA803X
86cec5,1662002527.0,,1662003196,,SNJ102  ,,,RJFF,,737NG 86N/W,B738,JA803X
86cec5,1661990405.0,,1661991007,,SNJ125  ,,,,,737NG 86N/W,B738,JA803X
88596d,1662055680.0,,1662074902,,TVJ810  ,VTBS,,RJFF,,Airbus A321-211,A321,HS-VKM
88596d,1662038636.0,,1662041969,,TVJ135  ,,,VTBS,,Airbus A321-211,A321,HS-VKM
88596d,1662031714.0,,1662034958,,TVJ134  ,VTBS,,,,Airbus A321-211,A321,HS-VKM
88596d,1662024323.0,,1662027599,,TVJ107  ,VTCC,,VTBS,,Airbus A321-211,A321,HS-VKM
88596d,1662017806.0,,1662021206,,TVJ106  ,VTBS,,VTCC,,Airbus A321-211,A321,HS-VKM
88596d,1662009096.0,,1662012650,,TVJ139  ,,,VTBS,,Airbus A321-211,A321,HS-VKM
88596d,1662001989.0,,1662005016,,TVJ138  ,VTBS,,,,Airbus A321-211,A321,HS-VKM
88596d,1661994363.0,,1661997790,,TVJ101  ,VTCC,,VTBS,,Airbus A321-211,A321,HS-VKM
88596d,1661990455.0,,1661991562,,TVJ100  ,,,VTCC,,Airbus A321-211,A321,HS-VKM
8963b6,1662036912.0,,1662053781,,FDB7VD  ,UWKD,,OMDB,,737NG 8KN/W,B738,A6-FET
8963b6,1662014381.0,,1662029387,,FDB5GD  ,OMDB,,,,737NG 8KN/W,B738,A6-FET
8963b6,1661990403.0,,1662005631,,FDB51H  ,,,OMDB,,737NG 8KN/W,B738,A6-FET
89653e,1662023532.0,1662023533.0,1662046169,1662046168.0,ETD81C  ,EGLL,EGLL,OMAA,OMAA,Boeing 787-10 Dreamliner,B78X,A6-BMG
89653e,1661997127.0,,1662009822,,ETD89G  ,,,EGLL,,Boeing 787-10 Dreamliner,B78X,A6-BMG
8965b4,1662047079.0,,1662061961,,FDB1749 ,OMDB,,LTBA,,Boeing 737 MAX 8,B38M,A6-FMX
8965b4,1662038825.0,,1662041908,,FDB75L  ,,,OMDB,,Boeing 737 MAX 8,B38M,A6-FMX
8965b4,1662031445.0,,1662034030,,FDB15L  ,OMDB,,OBBI,,Boeing 737 MAX 8,B38M,A6-FMX
8965b4,1662016747.0,,1662019707,,FDB2    ,OTHH,,OMDB,,Boeing 737 MAX 8,B38M,A6-FMX
8965b4,1662009092.0,,1662011784,,FDB1    ,OMDB,,OTHH,,Boeing 737 MAX 8,B38M,A6-FMX
8965b4,1661998328.0,,1662000255,,FDB1942 ,,,OMDB,,Boeing 737 MAX 8,B38M,A6-FMX
7c28bb,1662073068.0,,1662075408,,IBX     ,YSBK,,YSBK,,PA-28-151,P28A,VH-IBX
7c28bb,1662010212.0,,1662013619,,IBX     ,YSBK,,YSBK,,PA-28-151,P28A,VH-IBX
7c28bb,1661991561.0,,1661994748,,IBX     ,YSBK,,YSBK,,PA-28-151,P28A,VH-IBX
7c3515,1662020496.0,,1662021381,,KRR     ,YMMB,,YMMB,,172S,172S,VH-KRR
7c3515,1662010668.0,,1662013079,,KRR     ,YMMB,,YMMB,,172S,172S,VH-KRR
7c3515,1662002624.0,,1662004782,,KRR     ,YMMB,,YMMB,,172S,172S,VH-KRR
7c3515,1661997315.0,,1661998799,,KRR     ,YWON,,YMMB,,172S,172S,VH-KRR
7c3515,1661992632.0,,1661994462,,KRR     ,YMMB,,YLEG,,172S,172S,VH-KRR
7c4923,1661992559.0,,1662058942,,QFA2    ,,,YSSY,,A380-842,A388,VH-OQD
7c6705,1662002264.0,,1662003171,,UMV     ,YBRS,,YBRS,,208,C208,VH-UMV
7c6705,1661998009.0,,1661999459,,UMV     ,YBRS,,YBRS,,208,C208,VH-UMV
7c6705,1661995632.0,,1661996726,,UMV     ,YBRS,,YBRS,,208,C208,VH-UMV
7c6705,1661993165.0,,1661994499,,UMV     ,YBRS,,YBRS,,208,C208,VH-UMV
7c6705,1661990986.0,,1661992107,,UMV     ,YBRS,,YBRS,,208,C208,VH-UMV
7c6d91,1662066860.0,,1662070693,,QFA673  ,YMML,,YPAD,,737NG 838/W,B738,VH-VXF
7c6d91,1662025838.0,,1662027897,,QFA837  ,,,YMML,,737NG 838/W,B738,VH-VXF
7c6d91,1661994447.0,,1661996088,,QFA836  ,YMML,,,,737NG 838/W,B738,VH-VXF
7c81d1,1662068861.0,,1662071870,,RXA6454 ,,,YSSY,,340 B,SF34,VH-ZXF
7c81d1,1662025083.0,,1662028323,,RXA6477 ,YSSY,,,,340 B,SF34,VH-ZXF
7c81d1,1662019185.0,,1662021479,,RXA6527 ,,,YSSY,,340 B,SF34,VH-ZXF
7c81d1,1662013276.0,,1662015144,,RXA6526 ,YSSY,,,,340 B,SF34,VH-ZXF
7c81d1,1661998649.0,,1662000714,,RXA6855 ,,,YSSY,,340 B,SF34,VH-ZXF
7c7b61,1662004404.0,,1662009009,,YNN     ,YPPF,,YPPF,,R44,R44,VH-YMN
7c7b61,1661997935.0,,1661999200,,YNN     ,YPPF,,YPPF,,R44,R44,VH-YMN
7c7b61,1661993050.0,,1661993699,,YNN     ,YPPF,,YPPF,,R44,R44,VH-YMN
7c7b61,1661990404.0,,1661991862,,YNN     ,YPPF,,YPPF,,R44,R44,VH-YMN
8a0636,1662025244.0,,1662025904,,BTK6802 ,,,,,A320 214SL,A320,PK-LUR
8a0636,1662010967.0,,1662013994,,BTK8833 ,,,,,A320 214SL,A320,PK-LUR
8a0636,1662003356.0,,1662005819,,BTK8832 ,,,,,A320 214SL,A320,PK-LUR
a000e3,1662061174.0,,1662071287,,N1K     ,,,KFXE,,525C,,N1K
a0103b,1662064793.0,,1662070090,,DAL1286 ,KDEN,,KMSP,,A321-211,,N103DY
a0103b,1662052746.0,,1662058149,,DAL1286 ,KMSP,,KDEN,,A321-211,,N103DY
a0103b,1662037901.0,,1662047427,,DAL2431 ,KPHX,,KMSP,,A321-211,,N103DY
a0107f,1662067861.0,,1662071141,,N103GR  ,,,2NC1,,560XL,,N103GR
a0107f,1662049873.0,,1662052456,,N103GR  ,KMDW,,OI68,,560XL,,N103GR
a0107f,1662042275.0,,1662046729,,N103GR  ,,,KMDW,,560XL,,N103GR
a0228f,1662072616.0,,1662073808,,N108BK  ,,,KMDD,,MYSTERE-FALCON 50,FA50,N108BK
a0228f,1662051785.0,,1662052871,,N108BK  ,12XA,,TA00,,MYSTERE-FALCON 50,FA50,N108BK
a02a21,1662059271.0,,1662061428,,N11CW   ,KSNA,,KAVX,,PA-28R-201,,N11CW
a0422b,1662052763.0,,1662053846,,N1157Z  ,15MN,,KMIC,,M20J,,N1157Z
a052b3,1662042133.0,,1662044194,,N12PW   ,KDVT,,KDVT,,210L,,N12PW
a04a01,1661998942.0,,1662001379,,AER46   ,,,PANC,,1900C,B190,N118AX
a04ade,1662064649.0,,1662068802,,N118KT  ,,,KGEU,,208B,C208,N118KT
a0664b,1662073360.0,,1662074299,,CNS181  ,,,NC13,,PC-24,,N125AF
a0664b,1662066905.0,,1662069929,,CNS181  ,KSBY,,,,PC-24,,N125AF
a0664b,1662060713.0,,1662064123,,CNS181  ,KACK,,6MD8,,PC-24,,N125AF
a0664b,1662056545.0,,1662058421,,CNS181  ,KHPN,,KACK,,PC-24,,N125AF
a05b78,1662059985.0,,1662069209,,DAL789  ,KBOS,,KMSP,,A321-211,,N122DN
a05b78,1662045534.0,,1662054084,,DAL1190 ,KMCO,,KBOS,,A321-211,,N122DN
a05b78,1662030972.0,,1662038726,,DAL2375 ,KLGA,,KMCO,,A321-211,,N122DN
a05b78,1661995936.0,,1662002015,,DAL505  ,KATL,,KLGA,,A321-211,,N122DN
a05aac,1662070669.0,,1662074329,,UCA4252 ,KDEN,,NE42,,EMB-145XR,E45X,N12160
a05aac,1662060874.0,,1662062320,,UCA4275 ,,,KDEN,,EMB-145XR,E45X,N12160
a05aac,1662051215.0,,1662052782,,UCA4279 ,KDEN,,,,EMB-145XR,E45X,N12160
a05aac,1661990407.0,,1661995015,,UCA4955 ,,,KDEN,,EMB-145XR,E45X,N12160
a06b02,1662036597.0,,1662039528,,N126LM  ,KPOU,,KRDG,,PA-32R-301T,,N126LM
a06d88,1662056833.0,,1662058888,,N12683  ,67OR,,K7S9,,172M,,N12683
a06d88,1662051143.0,,1662052348,,N12683  ,KUAO,,KUAO,,172M,,N12683
a07fed,1662068952.0,,1662070727,,RTY131  ,KFNL,,KFNL,,PA-28-181,,N131LL
a07fed,1662058301.0,,1662063899,,RTY131  ,KFNL,,KFNL,,PA-28-181,,N131LL
a07fed,1662044982.0,,1662051989,,RTY131  ,KFNL,,KFNL,,PA-28-181,,N131LL
a08e01,1662060837.0,,1662062297,,N135CL  ,KLEE,,KNIP,,560XL,,N135CL
a1216d,1662047296.0,,1662052911,,N172JK  ,KGLE,,3XA1,,172E,,N172JK
a135f1,1662066900.0,,1662068137,,N1773B  ,KAXQ,,0PS4,,177B,,N1773B
a135f1,1662064214.0,,1662065511,,N1773B  ,0PS4,,KAXQ,,177B,,N1773B
a12a64,1662036226.0,,1662043826,,N1740C  ,KJQF,,9GA2,,172S,,N1740C
a12a64,1661997464.0,,1661998434,,N1740C  ,KJQF,,KJQF,,172S,,N1740C
a12a64,1661995665.0,,1661996809,,N1740C  ,KJQF,,KJQF,,172S,,N1740C
a1624e,1662037454.0,,1662039266,,AMF1932 ,KPDX,,,,EMB-120ER,E120,N189CA
a1624e,1661990404.0,,1661991689,,AMF1931 ,,,KPDX,,EMB-120ER,E120,N189CA
a15b77,1662051124.0,,1662059207,,JBU895  ,KEWR,,KMCO,,ERJ 190-100 IGW,E190,N187JB
a15b77,1662042491.0,,1662045323,,JBU2479 ,KBOS,,KEWR,,ERJ 190-100 IGW,E190,N187JB
a15b77,1662033042.0,,1662035182,,JBU518  ,KJFK,,KBOS,,ERJ 190-100 IGW,E190,N187JB
a15b77,1661993509.0,,1661996119,,JBU1117 ,KBOS,,KJFK,,ERJ 190-100 IGW,E190,N187JB
a15c54,1662067808.0,,1662073982,,SKW3471 ,KMRY,,KSEA,,ERJ 170-200 LR,E75L,N187SY
a15c54,1662057053.0,,1662063703,,SKW3471 ,KSEA,,KSNS,,ERJ 170-200 LR,E75L,N187SY
a15c54,1662041478.0,,1662052215,,SKW3419 ,KTUS,,KSEA,,ERJ 170-200 LR,E75L,N187SY
a15c54,1661993903.0,,1662002789,,SKW3421 ,KSEA,,KTUS,,ERJ 170-200 LR,E75L,N187SY
a1741a,1662067593.0,,1662075729,,JBU1668 ,,,KHPN,,ERJ 190-100 IGW,E190,N193JB
a1741a,1662042754.0,,1662051383,,JBU1967 ,KHPN,,KF45,,ERJ 190-100 IGW,E190,N193JB
a1741a,1662030187.0,,1662038361,,JBU1968 ,KPBI,,KHPN,,ERJ 190-100 IGW,E190,N193JB
a1741a,1661990403.0,,1661997538,,JBU1761 ,,,KF45,,ERJ 190-100 IGW,E190,N193JB
a16b45,1662063765.0,,1662064815,,N1905U  ,CL46,,KCMA,,U206F,,N1905U
a185c3,1662067551.0,,1662069118,,N1979D  ,VA04,,82VA,,C35,,N1979D
a19c58,1662042029.0,,1662046804,,N2024C  ,KVGT,,KVGT,,95,,N2024C
a0a021,1662066330.0,,1662067352,,N1398S  ,KBKV,,KTPF,,182P,,N1398S
a0a021,1662061294.0,,1662063509,,N1398S  ,,,KBKV,,182P,,N1398S
a0a021,1662038817.0,,1662045202,,N1398S  ,KTPF,,8FL0,,182P,,N1398S
a0b198,1661990404.0,,1661995649,,N144AM  ,,,KISP,,PA-28-181,,N144AM
a0b473,1662056705.0,,1662057923,,N1444C  ,54TA,,KGKY,,172S,,N1444C
a0b473,1662053384.0,,1662054749,,N1444C  ,KGKY,,TX29,,172S,,N1444C
a0b473,1662044553.0,,1662049641,,N1444C  ,KGKY,,KGKY,,172S,,N1444C
a0b550,1662039999.0,,1662057821,,AAL1367 ,KSAN,,KPHL,,A321-231,A321,N145AN
a0b550,1661992563.0,,1662001524,,AAL1243 ,KDFW,,KSAN,,A321-231,A321,N145AN
a0d970,1662059412.0,,1662068324,,VTE154  ,KHPN,,KFLL,,CL-600-2B19,CRJ2,N154EA
a0d970,1662039905.0,,1662048714,,VTE154  ,KFLL,,KHPN,,CL-600-2B19,CRJ2,N154EA
a0ce7c,1662056980.0,,1662060166,,N151G   ,KTTN,,KTTN,,PA-28-181,,N151G
a0ce7c,1662048962.0,,1662050572,,N151G   ,KTTN,,KTTN,,PA-28-181,,N151G
a0ce7c,1662045873.0,,1662046587,,N151G   ,KTTN,,KTTN,,PA-28-181,,N151G
a0ce7c,1662042410.0,,1662045179,,N151G   ,KN87,,KTTN,,PA-28-181,,N151G
a0ce7c,1662030573.0,,1662037072,,N151G   ,KTTN,,KTTN,,PA-28-181,,N151G
a20639,1662054373.0,,1662061188,,N23AT   ,KRHV,,KRHV,,172N,,N23AT
a21849,1662068414.0,,1662070696,,N234KM  ,K06A,,KEET,,PA-28-181,,N234KM
a21849,1662045965.0,,1662050065,,N234KM  ,K06A,,K06A,,PA-28-181,,N234KM
a21849,1662038855.0,,1662040074,,N234KM  ,,,K06A,,PA-28-181,,N234KM
a2668d,1661990949.0,,1662000424,,N254CA  ,KBLM,,KFLL,,G-IV,GLF4,N254CA
a282e7,1662049598.0,,1662052250,,CAP161  ,KDHN,,KMGM,,182T,,N261CA
a282e7,1662044804.0,,1662046736,,CAP161  ,KMGM,,K71J,,182T,,N261CA
a282e7,1662039099.0,,1662042497,,CAP161  ,KDHN,,KMGM,,182T,,N261CA
a29cac,1662066166.0,,1662069678,,N26792  ,KENW,,K63C,,AA-5A,,N26792
a1af08,1662062431.0,,1662068746,,N20747  ,KGEU,,KGEU,,172S,,N20747
a1af08,1662051522.0,,1662056964,,N20747  ,KGEU,,KGEU,,172S,,N20747
a1af08,1662047447.0,,1662048689,,N20747  ,,,KGEU,,172S,,N20747
a1af08,1662042983.0,,1662046649,,N20747  ,KGEU,,AZ05,,172S,,N20747
a1cb5c,1662052233.0,,1662053841,,N21441  ,KVRB,,FD25,,PA-28-161,,N21441
a1cb5c,1662037891.0,,1662043187,,N21441  ,KVRB,,FD09,,PA-28-161,,N21441
a1cb5c,1662029226.0,,1662033349,,N21441  ,KVRB,,7FL3,,PA-28-161,,N21441
a1dc4b,1662064574.0,,1662069298,,N219PW  ,1TN0,,18FD,,PA-46-600TP M600,M600,N219PW
a1dc8f,1662064323.0,,1662067179,,N219SP  ,KLOU,,KLOU,,172S,,N219SP
a1dc8f,1662059251.0,,1662061104,,N219SP  ,KJVY,,KLOU,,172S,,N219SP
a1dc8f,1662057315.0,,1662058018,,N219SP  ,KLOU,,KJVY,,172S,,N219SP
a1dc8f,1662050690.0,,1662052558,,N219SP  ,KLOU,,KJVY,,172S,,N219SP
a1dc8f,1662037185.0,,1662040042,,N219SP  ,KLOU,,KLOU,,172S,,N219SP
a1dc8f,1662030211.0,,1662032997,,N219SP  ,KLOU,,KLOU,,172S,,N219SP
a1dc8f,1661997910.0,,1661999412,,N219SP  ,KLOU,,KLOU,,172S,,N219SP
a1dc8f,1661991357.0,,1661992004,,N219SP  ,KJVY,,KLOU,,172S,,N219SP
a1dd6c,1662070233.0,,1662073067,,N2191   ,KFTW,,KFTW,,407,,N2191
a1dd6c,1662056210.0,,1662057537,,N2191   ,KFTW,,KFTW,,407,,N2191
a1dd6c,1662050670.0,,1662052018,,N2191   ,KFTW,,KFTW,,407,,N2191
a1dd6c,1662041313.0,,1662044743,,N2191   ,KFTW,,KFTW,,407,,N2191
a1f399,1662065166.0,,1662068505,,N227GA  ,KGSO,,61VA,,206L-1,B06,N225AE
a1f3aa,1662056974.0,,1662072309,,OAE9711 ,TBPB,,2NC1,,767-224,B762,N225AX
a1f3aa,1661995876.0,,1662015080,,OAE9711 ,KAFW,,TBPB,,767-224,B762,N225AX
a1f553,,,1662047710,,CAP4225 ,,,07TS,,182Q,,N225TX
a1ed3a,1662053806.0,,1662057190,,MAK001  ,KIAD,,KCDW,,PA-46-600TP,,N223MA
a1ed3a,1662045313.0,,1662050722,,MAK002  ,KHTO,,KIAD,,PA-46-600TP,,N223MA
a1ed3a,1662038807.0,,1662041096,,MAK002  ,KCDW,,KHTO,,PA-46-600TP,,N223MA
a1fee3,1662046180.0,,1662048421,,N228BS  ,DE23,,KJYO,,SF50,,N228BS
a31a50,1661993569.0,,1662041579,,UAL61   ,YMML,,KSFO,,787-9,,N29971
a3317d,1662060212.0,,1662064430,,N3047B  ,KCVO,,KCVO,,PA-44-180,,N3047B
a3317d,1662052481.0,,1662057346,,N3047B  ,KCVO,,KCVO,,PA-44-180,,N3047B
a33949,1662053460.0,,1662054571,,N30691  ,4MI3,,26MI,,177B,,N30691
a33949,1662042491.0,,1662043903,,N30691  ,KY70,,4MI3,,177B,,N30691
a33bea,1662057645.0,,1662062924,,N30713  ,KBLM,,KMTN,,177B,,N30713
a33bea,1662043455.0,,1662049559,,N30713  ,KBLM,,KBLM,,177B,,N30713
a33bea,1662034833.0,,1662040122,,N30713  ,KMTN,,KBLM,,177B,,N30713
a3567a,1662066278.0,,1662071194,,N314JE  ,,,KLAS,,BD-100-1A10,,N314JE
a361e5,1662050402.0,,1662052850,,N317M   ,KIAD,,KTEB,,FALCON 2000,F2TH,N317M
a361e5,1662043922.0,,1662048357,,N317M   ,KPDK,,KIAD,,FALCON 2000,F2TH,N317M
a361e5,1662036386.0,,1662042222,,N317M   ,KDAL,,KPDK,,FALCON 2000,F2TH,N317M
a35aed,1662047288.0,,1662048924,,N315RT  ,,,,,SR22,,N315RT
